row,col,data
1554,7,0.4586
1554,20,0.3633
1554,198,0.1229
1554,328,0.1266
1554,334,0.0034
1555,3,0.2130
1555,111,0.2370
1555,138,0.2223
1555,334,0.0034
1556,3,0.2130
1556,213,0.2578
1556,334,0.0034
1557,3,0.2130
1557,98,0.2199
1557,264,0.0988
1557,289,0.1429
1557,334,0.0034
1558,3,0.2130
1558,111,0.2370
1558,144,0.2268
1558,334,0.0034
1559,0,0.2404
1559,80,0.3705
1559,292,0.2842
1559,334,0.0034
1560,0,0.2404
1560,23,0.2091
1560,333,0.1981
1560,334,0.0034
1561,3,0.2130
1561,111,0.2370
1561,168,0.1673
1561,334,0.0034
1562,0,0.2404
1562,23,0.2091
1562,259,0.1986
1562,334,0.0034
1563,30,0.3764
1563,278,0.1285
1563,281,0.1263
1563,334,0.0034
1564,3,0.2130
1564,81,0.4273
1564,212,0.1662
1564,334,0.0034
1565,4,0.4678
1565,102,0.2815
1565,291,0.3033
1565,334,0.0034
1566,0,0.2404
1566,23,0.2091
1566,333,0.1981
1566,334,0.0034
1567,0,0.2404
1567,32,0.3200
1567,334,0.0034
1568,0,0.2404
1568,65,0.4056
1568,322,0.1936
1568,334,0.0034
1569,7,0.4586
1569,104,0.3247
1569,196,0.1502
1569,316,0.1461
1569,334,0.0034
1570,0,0.2404
1570,41,0.4221
1570,302,0.2506
1570,335,0.1009
1571,4,0.4678
1571,102,0.2815
1571,244,0.2524
1571,334,0.0034
1572,3,0.2130
1572,35,0.3498
1572,215,0.0945
1572,297,0.1198
1572,334,0.0034
1573,0,0.2404
1573,32,0.3200
1573,288,0.1949
1573,334,0.0034
1574,3,0.2130
1574,11,0.3290
1574,153,0.2475
1574,334,0.0034
1575,3,0.2130
1575,11,0.3290
1575,168,0.1673
1575,334,0.0034
1576,5,0.6361
1576,85,0.3884
1576,155,0.1165
1576,222,0.1426
1576,335,0.1009
1577,6,0.3305
1577,30,0.3764
1577,278,0.1285
1577,281,0.1263
1577,334,0.0034
1578,3,0.2130
1578,111,0.2370
1578,168,0.1673
1578,334,0.0034
1579,3,0.2130
1579,35,0.3498
1579,245,0.1369
1579,290,0.1381
1579,334,0.0034
1580,6,0.3305
1580,87,0.5619
1580,311,0.2001
1580,334,0.0034
1581,5,0.6361
1581,85,0.3884
1581,318,0.2098
1581,337,0.1389
1582,3,0.2130
1582,35,0.3498
1582,171,0.1132
1582,299,0.1128
1582,334,0.0034
1583,0,0.2404
1583,23,0.2091
1583,259,0.1986
1583,334,0.0034
1584,9,0.3584
1584,129,0.2752
1584,334,0.0034
1585,4,0.4678
1585,102,0.2815
1585,291,0.3033
1585,334,0.0034
1586,5,0.6361
1586,69,0.3874
1586,154,0.2512
1586,334,0.0034
1587,67,0.4689
1587,294,0.2407
1587,334,0.0034
1588,0,0.2404
1588,39,0.2167
1588,88,0.2766
1588,136,0.1094
1588,253,0.0928
1588,334,0.0034
1589,4,0.4678
1589,102,0.2815
1589,244,0.2524
1589,334,0.0034
1590,0,0.2404
1590,65,0.4056
1590,172,0.1933
1590,334,0.0034
1591,0,0.2404
1591,58,0.3123
1591,172,0.1933
1591,334,0.0034
1592,0,0.2404
1592,32,0.3200
1592,288,0.1949
1592,334,0.0034
1593,6,0.3305
1593,48,0.4108
1593,159,0.1034
1593,174,0.0987
1593,334,0.0034
1594,4,0.4678
1594,102,0.2815
1594,241,0.3279
1594,334,0.0034
1595,3,0.2130
1595,11,0.3290
1595,212,0.1662
1595,334,0.0034
1596,6,0.3305
1596,73,0.5145
1596,174,0.1973
1596,334,0.0034
1597,3,0.2130
1597,111,0.2370
1597,311,0.2001
1597,334,0.0034
1598,0,0.2404
1598,41,0.4221
1598,302,0.2506
1598,335,0.1009
1599,6,0.3305
1599,43,0.5262
1599,129,0.2752
1599,334,0.0034
1600,3,0.2130
1600,35,0.3498
1600,223,0.3478
1600,334,0.0034
1601,0,0.2404
1601,23,0.2091
1601,210,0.0898
1601,253,0.0928
1601,334,0.0034
1602,0,0.2404
1602,23,0.2091
1602,259,0.1986
1602,334,0.0034
1603,4,0.4678
1603,70,0.3208
1603,200,0.1692
1603,285,0.1405
1603,344,0.1959
1604,0,0.2404
1604,288,0.1949
1604,334,0.0034
1605,7,0.4586
1605,104,0.3247
1605,215,0.1889
1605,335,0.1009
1606,0,0.2404
1606,10,0.4380
1606,259,0.1986
1606,334,0.0034
1607,7,0.4586
1607,107,0.4289
1607,198,0.1229
1607,328,0.1266
1607,334,0.0034
1608,6,0.3305
1608,57,0.3833
1608,128,0.1282
1608,205,0.1296
1608,334,0.0034
1609,3,0.2130
1609,41,0.2111
1609,81,0.2136
1609,168,0.1673
1609,334,0.0034
1610,6,0.3305
1610,110,0.4267
1610,294,0.2407
1610,334,0.0034
1611,0,0.2404
1611,91,0.4007
1611,217,0.1611
1611,257,0.1536
1611,334,0.0034
1612,6,0.3305
1612,117,0.4873
1612,154,0.2512
1612,334,0.0034
1613,4,0.4678
1613,102,0.2815
1613,224,0.2766
1613,334,0.0034
1614,7,0.4586
1614,104,0.3247
1614,273,0.1342
1614,318,0.1049
1614,348,0.2099
1615,3,0.2130
1615,111,0.2370
1615,215,0.1889
1615,334,0.0034
1616,0,0.2404
1616,23,0.2091
1616,333,0.1981
1616,334,0.0034
1617,0,0.2404
1617,32,0.3200
1617,288,0.1949
1617,334,0.0034
1618,3,0.2130
1618,111,0.2370
1618,311,0.2001
1618,334,0.0034
1619,7,0.4586
1619,76,0.6584
1619,225,0.1449
1619,252,0.1118
1619,335,0.1009
1620,102,0.2815
1620,241,0.3279
1620,334,0.0034
1621,0,0.2404
1621,23,0.2091
1621,151,0.0385
1621,199,0.0314
1621,210,0.0299
1621,231,0.0362
1621,259,0.0331
1621,321,0.0362
1621,334,0.0034
1622,4,0.4678
1622,102,0.2815
1622,244,0.2524
1622,334,0.0034
1623,3,0.1065
1623,6,0.1653
1623,34,0.3870
1623,138,0.1111
1623,222,0.1426
1623,334,0.0034
1624,3,0.2130
1624,98,0.2199
1624,168,0.1673
1624,334,0.0034
1625,3,0.2130
1625,111,0.2370
1625,318,0.2098
1625,334,0.0034
1626,30,0.3764
1626,280,0.3636
1626,335,0.1009
1627,0,0.2404
1627,65,0.4056
1627,322,0.1936
1627,334,0.0034
1628,3,0.2130
1628,55,0.4601
1628,171,0.1132
1628,299,0.1128
1628,334,0.0034
1629,0,0.2404
1629,23,0.2091
1629,333,0.1981
1629,334,0.0034
1630,0,0.2404
1630,44,0.5091
1630,321,0.2173
1630,334,0.0034
1631,0,0.2404
1631,58,0.3123
1631,259,0.1986
1631,334,0.0034
1632,0,0.2404
1632,58,0.3123
1632,172,0.1933
1632,334,0.0034
1633,5,0.6361
1633,69,0.3874
1633,155,0.2330
1633,334,0.0034
1634,3,0.2130
1634,111,0.2370
1634,231,0.2171
1634,334,0.0034
1635,4,0.4678
1635,102,0.2815
1635,264,0.1976
1635,334,0.0034
1636,3,0.2130
1636,93,0.3792
1636,171,0.1132
1636,299,0.1128
1636,334,0.0034
1637,0,0.2404
1637,302,0.2506
1637,334,0.0034
1638,3,0.2130
1638,98,0.2199
1638,297,0.2395
1638,334,0.0034
1639,3,0.2130
1639,98,0.2199
1639,286,0.2065
1639,334,0.0034
1640,0,0.2404
1640,334,0.0034
1641,4,0.4678
1641,102,0.2815
1641,241,0.3279
1641,334,0.0034
1642,6,0.3305
1642,110,0.4267
1642,192,0.1528
1642,312,0.1369
1642,335,0.1009
1643,3,0.2130
1643,111,0.2370
1643,311,0.2001
1643,334,0.0034
1644,0,0.2404
1644,8,0.5310
1644,259,0.0993
1644,321,0.1086
1644,334,0.0034
1645,3,0.2130
1645,98,0.2199
1645,168,0.1673
1645,334,0.0034
1646,0,0.2404
1646,32,0.3200
1646,288,0.1949
1646,334,0.0034
1647,5,0.6361
1647,85,0.3884
1647,222,0.2852
1647,334,0.0034
1648,7,0.4586
1648,47,0.4003
1648,213,0.2578
1648,335,0.1009
1649,0,0.2404
1649,23,0.2091
1649,333,0.1981
1649,334,0.0034
1650,0,0.2404
1650,23,0.2091
1650,259,0.1986
1650,334,0.0034
1651,0,0.2404
1651,23,0.2091
1651,318,0.2098
1651,334,0.0034
1652,0,0.2404
1652,32,0.3200
1652,288,0.1949
1652,334,0.0034
1653,0,0.1202
1653,1,0.4883
1653,138,0.2223
1653,334,0.0034
1654,6,0.3305
1654,30,0.3764
1654,278,0.1285
1654,281,0.1263
1654,334,0.0034
1655,6,0.3305
1655,95,0.3682
1655,230,0.1165
1655,332,0.1184
1655,334,0.0034
1656,0,0.2404
1656,23,0.2091
1656,172,0.0966
1656,333,0.0991
1656,334,0.0034
1657,75,0.3468
1657,247,0.2680
1657,338,0.1499
1658,6,0.3305
1658,110,0.4267
1658,240,0.2820
1658,334,0.0034
1659,110,0.4267
1659,240,0.2820
1659,334,0.0034
1660,3,0.2130
1660,318,0.2098
1660,334,0.0034
1661,7,0.4586
1661,104,0.3247
1661,213,0.2578
1661,334,0.0034
1662,0,0.2404
1662,23,0.2091
1662,172,0.0966
1662,333,0.0991
1662,334,0.0034
1663,20,0.3633
1663,198,0.1229
1663,328,0.1266
1663,334,0.0034
1664,6,0.3305
1664,33,0.4632
1664,159,0.1034
1664,174,0.0987
1664,335,0.1009
1665,5,0.6361
1665,85,0.3884
1665,311,0.2001
1665,336,0.1215
1666,6,0.3305
1666,57,0.3833
1666,269,0.1520
1666,294,0.1204
1666,334,0.0034
1667,0,0.2404
1667,58,0.3123
1667,321,0.2173
1667,334,0.0034
1668,0,0.2404
1668,10,0.4380
1668,172,0.1933
1668,334,0.0034
1669,7,0.4586
1669,47,0.4003
1669,204,0.2367
1669,334,0.0034
1670,3,0.2130
1670,35,0.3498
1670,215,0.1889
1670,334,0.0034
1671,0,0.2404
1671,80,0.3705
1671,150,0.2334
1671,334,0.0034
1672,3,0.2130
1672,11,0.3290
1672,151,0.2309
1672,334,0.0034
1673,6,0.3305
1673,110,0.4267
1673,240,0.2820
1673,334,0.0034
1674,0,0.2404
1674,23,0.2091
1674,183,0.2202
1674,334,0.0034
1675,102,0.2815
1675,224,0.2766
1675,334,0.0034
1676,3,0.2130
1676,11,0.3290
1676,204,0.2367
1676,334,0.0034
1677,3,0.2130
1677,98,0.2199
1677,264,0.1976
1677,334,0.0034
1678,0,0.2404
1678,44,0.5091
1678,321,0.2173
1678,334,0.0034
1679,3,0.2130
1679,34,0.3870
1679,168,0.1673
1679,334,0.0034
1680,6,0.3305
1680,48,0.4108
1680,159,0.1034
1680,174,0.0987
1680,334,0.0034
1681,3,0.2130
1681,46,0.3814
1681,212,0.0831
1681,298,0.1516
1681,334,0.0034
1682,6,0.3305
1682,75,0.3468
1682,159,0.1034
1682,174,0.0987
1682,334,0.0034
1683,0,0.2404
1683,41,0.4221
1683,302,0.2506
1683,334,0.0034
1684,6,0.3305
1684,95,0.3682
1684,174,0.1973
1684,334,0.0034
1685,6,0.3305
1685,30,0.3764
1685,147,0.3355
1685,336,0.1215
1686,9,0.3584
1686,129,0.2752
1686,335,0.1009
1687,3,0.1065
1687,4,0.2339
1687,111,0.2370
1687,270,0.0961
1687,286,0.1032
1687,334,0.0034
1688,3,0.2130
1688,53,0.2128
1688,103,0.2257
1688,168,0.0836
1688,264,0.0988
1688,334,0.0034
1689,0,0.2404
1689,23,0.2091
1689,322,0.1936
1689,334,0.0034
1690,3,0.2130
1690,111,0.2370
1690,151,0.2309
1690,334,0.0034
1691,6,0.3305
1691,30,0.3764
1691,146,0.3329
1691,334,0.0034
1692,6,0.3305
1692,117,0.4873
1692,231,0.2171
1692,334,0.0034
1693,6,0.3305
1693,38,0.4333
1693,311,0.2001
1693,334,0.0034
1694,99,0.6088
1694,269,0.3040
1694,334,0.0034
1695,0,0.2404
1695,106,0.5277
1695,136,0.1094
1695,253,0.0928
1695,334,0.0034
1696,6,0.3305
1696,48,0.4108
1696,230,0.1165
1696,332,0.1184
1696,334,0.0034
1697,3,0.2130
1697,78,0.4915
1697,311,0.2001
1697,334,0.0034
1698,0,0.2404
1698,61,0.5574
1698,259,0.0993
1698,321,0.1086
1698,334,0.0034
1699,0,0.2404
1699,80,0.3705
1699,150,0.2334
1699,334,0.0034
1700,0,0.2404
1700,41,0.4221
1700,302,0.2506
1700,334,0.0034
1701,0,0.2404
1701,80,0.3705
1701,259,0.0993
1701,321,0.1086
1701,334,0.0034
1702,3,0.2130
1702,11,0.3290
1702,204,0.2367
1702,334,0.0034
1703,3,0.2130
1703,111,0.2370
1703,264,0.1976
1703,334,0.0034
1704,0,0.2404
1704,39,0.4333
1704,137,0.2852
1704,334,0.0034
1705,0,0.2404
1705,119,0.4594
1705,136,0.1094
1705,253,0.0928
1705,334,0.0034
1706,3,0.2130
1706,111,0.2370
1706,252,0.2237
1706,334,0.0034
1707,4,0.4678
1707,102,0.2815
1707,244,0.2524
1707,334,0.0034
1708,0,0.2404
1708,32,0.3200
1708,288,0.1949
1708,334,0.0034
1709,7,0.4586
1709,71,0.6461
1709,245,0.1369
1709,290,0.1381
1709,334,0.0034
1710,6,0.3305
1710,48,0.4108
1710,159,0.1034
1710,174,0.0987
1710,334,0.0034
1711,3,0.2130
1711,98,0.2199
1711,212,0.1662
1711,334,0.0034
1712,0,0.2404
1712,23,0.2091
1712,210,0.1796
1712,334,0.0034
1713,0,0.2404
1713,65,0.4056
1713,172,0.1933
1713,334,0.0034
1714,0,0.2404
1714,32,0.3200
1714,288,0.1949
1714,334,0.0034
1715,7,0.4586
1715,104,0.3247
1715,289,0.2858
1715,334,0.0034
1716,0,0.2404
1716,23,0.2091
1716,199,0.0628
1716,210,0.0599
1716,253,0.0618
1716,334,0.0034
1717,0,0.2404
1717,80,0.3705
1717,265,0.2389
1717,322,0.0968
1717,334,0.0034
1718,47,0.4003
1718,184,0.1692
1718,252,0.1118
1718,334,0.0034
1719,3,0.2130
1719,11,0.3290
1719,318,0.2098
1720,7,0.4586
1720,47,0.4003
1720,252,0.2237
1720,334,0.0034
1721,3,0.2130
1721,270,0.0961
1721,297,0.1198
1721,334,0.0034
1722,7,0.4586
1722,104,0.3247
1722,318,0.2098
1722,334,0.0034
1723,6,0.3305
1723,75,0.3468
1723,247,0.2680
1723,334,0.0034
1724,3,0.2130
1724,111,0.2370
1724,212,0.1662
1724,334,0.0034
1725,7,0.4586
1725,104,0.3247
1725,151,0.2309
1725,338,0.1499
1726,3,0.2130
1726,111,0.2370
1726,144,0.0756
1726,214,0.0726
1726,237,0.0789
1726,334,0.0034
1727,0,0.2404
1727,23,0.2091
1727,253,0.1855
1727,334,0.0034
1728,0,0.2404
1728,23,0.2091
1728,199,0.0628
1728,210,0.0599
1728,253,0.0618
1728,334,0.0034
1729,3,0.2130
1729,98,0.2199
1729,212,0.1662
1729,334,0.0034
1730,7,0.4586
1730,20,0.3633
1730,245,0.1369
1730,290,0.1381
1730,337,0.1389
1731,6,0.3305
1731,95,0.3682
1731,159,0.1034
1731,174,0.0987
1731,334,0.0034
1732,0,0.2404
1732,23,0.2091
1732,333,0.1981
1732,334,0.0034
1733,3,0.2130
1733,98,0.2199
1733,212,0.1662
1733,334,0.0034
1734,3,0.2130
1734,98,0.2199
1734,297,0.2395
1734,334,0.0034
1735,3,0.2130
1735,111,0.2370
1735,168,0.1673
1735,334,0.0034
1736,7,0.4586
1736,20,0.3633
1736,138,0.2223
1736,334,0.0034
1737,0,0.2404
1737,58,0.3123
1737,322,0.1936
1737,334,0.0034
1738,0,0.2404
1738,27,0.4982
1738,259,0.0993
1738,321,0.1086
1738,334,0.0034
1739,3,0.2130
1739,98,0.2199
1739,204,0.2367
1739,334,0.0034
1740,0,0.2404
1740,23,0.2091
1740,199,0.0628
1740,210,0.0599
1740,253,0.0618
1740,334,0.0034
1741,6,0.3305
1741,75,0.3468
1741,159,0.1034
1741,174,0.0987
1741,335,0.1009
1742,6,0.1653
1742,7,0.2293
1742,48,0.4108
1742,159,0.1034
1742,174,0.0987
1742,334,0.0034
1743,3,0.2130
1743,35,0.3498
1743,151,0.2309
1743,334,0.0034
1744,4,0.4678
1744,102,0.2815
1744,310,0.2968
1744,334,0.0034
1745,3,0.2130
1745,111,0.2370
1745,212,0.1662
1745,334,0.0034
1746,3,0.2130
1746,98,0.2199
1746,163,0.2389
1746,215,0.0945
1746,334,0.0034
1747,3,0.2130
1747,98,0.2199
1747,144,0.1134
1747,270,0.0961
1747,334,0.0034
1748,3,0.2130
1748,11,0.3290
1748,171,0.1132
1748,299,0.1128
1748,334,0.0034
1749,6,0.3305
1749,30,0.3764
1749,334,0.0034
1750,6,0.3305
1750,110,0.4267
1750,248,0.2942
1750,334,0.0034
1751,0,0.2404
1751,58,0.3123
1751,172,0.0966
1751,333,0.0991
1751,334,0.0034
1752,3,0.2130
1752,111,0.2370
1752,138,0.2223
1752,334,0.0034
1753,3,0.2130
1753,81,0.4273
1753,270,0.0961
1753,286,0.1032
1753,334,0.0034
1754,0,0.2404
1754,44,0.5091
1754,321,0.2173
1754,334,0.0034
1755,0,0.2404
1755,23,0.2091
1755,199,0.0628
1755,210,0.0599
1755,253,0.0618
1755,334,0.0034
1756,0,0.2404
1756,39,0.4333
1756,136,0.2187
1756,334,0.0034
1757,3,0.2130
1757,93,0.3792
1757,124,0.2717
1757,334,0.0034
1758,0,0.2404
1758,10,0.4380
1758,172,0.0966
1758,322,0.0968
1758,334,0.0034
1759,0,0.2404
1759,23,0.2091
1759,199,0.0942
1759,210,0.0898
1759,334,0.0034
1760,3,0.2130
1760,81,0.4273
1760,212,0.1662
1760,334,0.0034
1761,4,0.4678
1761,70,0.3208
1761,306,0.3279
1761,336,0.1215
1762,0,0.2404
1762,58,0.3123
1762,322,0.1936
1762,334,0.0034
1763,0,0.2404
1763,65,0.4056
1763,322,0.1936
1763,334,0.0034
1764,7,0.4586
1764,107,0.4289
1764,198,0.1229
1764,328,0.1266
1764,334,0.0034
1765,6,0.3305
1765,117,0.4873
1765,300,0.2545
1765,334,0.0034
1766,5,0.6361
1766,85,0.3884
1766,175,0.1324
1766,222,0.0951
1766,324,0.1032
1766,334,0.0034
1767,0,0.2404
1767,80,0.3705
1767,172,0.1933
1767,334,0.0034
1768,6,0.3305
1768,75,0.3468
1768,247,0.2680
1768,334,0.0034
1769,3,0.2130
1769,35,0.3498
1769,171,0.0755
1769,270,0.0641
1769,299,0.0752
1769,334,0.0034
1770,0,0.2404
1770,23,0.2091
1770,183,0.2202
1770,334,0.0034
1771,0,0.2404
1771,23,0.2091
1771,199,0.1885
1771,334,0.0034
1772,6,0.3305
1772,73,0.5145
1772,159,0.1034
1772,174,0.0987
1772,334,0.0034
1773,0,0.2404
1773,23,0.2091
1773,253,0.1855
1773,334,0.0034
1774,3,0.2130
1774,103,0.4514
1774,231,0.1086
1774,273,0.1342
1774,334,0.0034
1775,3,0.2130
1775,98,0.2199
1775,135,0.1232
1775,270,0.0961
1775,334,0.0034
1776,3,0.2130
1776,111,0.2370
1776,212,0.1662
1776,334,0.0034
1777,3,0.2130
1777,111,0.2370
1777,300,0.2545
1777,334,0.0034
1778,0,0.2404
1778,8,0.5310
1778,321,0.2173
1778,334,0.0034
1779,0,0.2404
1779,65,0.4056
1779,322,0.1936
1779,334,0.0034
1780,3,0.2130
1780,78,0.4915
1780,311,0.2001
1780,334,0.0034
1781,6,0.3305
1781,30,0.3764
1781,240,0.2820
1781,334,0.0034
1782,6,0.3305
1782,30,0.3764
1782,278,0.1285
1782,281,0.1263
1782,334,0.0034
1783,4,0.4678
1783,102,0.2815
1783,244,0.2524
1783,334,0.0034
1784,4,0.4678
1784,70,0.3208
1784,141,0.0853
1784,229,0.1016
1784,275,0.0839
1784,285,0.0703
1784,365,0.2507
1785,6,0.3305
1785,53,0.4257
1785,312,0.2739
1785,334,0.0034
1786,6,0.3305
1786,188,0.2328
1786,334,0.0034
1787,5,0.6361
1787,69,0.3874
1787,155,0.2330
1787,334,0.0034
1788,3,0.2130
1788,98,0.2199
1788,135,0.2464
1788,334,0.0034
1789,3,0.2130
1789,82,0.3447
1789,98,0.1099
1789,264,0.1976
1789,334,0.0034
1790,0,0.2404
1790,61,0.5574
1790,152,0.2305
1790,334,0.0034
1791,3,0.2130
1791,111,0.2370
1791,144,0.1134
1791,212,0.0831
1791,334,0.0034
1792,6,0.3305
1792,48,0.4108
1792,225,0.1449
1792,252,0.1118
1792,335,0.1009
1793,7,0.4586
1793,104,0.3247
1793,273,0.2684
1793,340,0.1718
1794,6,0.3305
1794,30,0.3764
1794,142,0.3161
1794,337,0.1389
1795,6,0.3305
1795,113,0.4494
1795,214,0.2177
1795,334,0.0034
1796,3,0.2130
1796,111,0.2370
1796,264,0.1976
1796,334,0.0034
1797,0,0.2404
1797,10,0.4380
1797,322,0.1936
1797,334,0.0034
1798,3,0.2130
1798,111,0.2370
1798,168,0.1673
1798,334,0.0034
1799,3,0.2130
1799,111,0.2370
1799,212,0.1662
1799,334,0.0034
1800,0,0.2404
1800,32,0.3200
1800,288,0.1949
1800,334,0.0034
1801,1,0.9766
1801,23,0.2091
1801,259,0.1986
1801,334,0.0034
1802,0,0.2404
1802,31,0.4723
1802,215,0.1889
1802,334,0.0034
1803,0,0.2404
1803,23,0.2091
1803,333,0.1981
1803,334,0.0034
1804,6,0.3305
1804,39,0.2167
1804,57,0.1917
1804,188,0.2328
1804,334,0.0034
1805,3,0.2130
1805,103,0.4514
1805,264,0.1976
1805,334,0.0034
1806,3,0.2130
1806,78,0.4915
1806,311,0.2001
1806,334,0.0034
1807,0,0.2404
1807,10,0.4380
1807,259,0.1986
1807,334,0.0034
1808,0,0.2404
1808,23,0.2091
1808,253,0.1855
1808,334,0.0034
1809,3,0.2130
1809,98,0.2199
1809,311,0.2001
1809,334,0.0034
1810,3,0.2130
1810,55,0.4601
1810,171,0.0755
1810,198,0.0819
1810,299,0.0752
1810,334,0.0034
1811,3,0.2130
1811,98,0.2199
1811,334,0.0034
1812,0,0.2404
1812,23,0.2091
1812,210,0.0898
1812,253,0.0928
1812,334,0.0034
1813,4,0.4678
1813,70,0.3208
1813,318,0.2098
1813,334,0.0034
1814,3,0.2130
1814,35,0.3498
1814,212,0.0831
1814,317,0.1986
1814,334,0.0034
1815,3,0.2130
1815,98,0.2199
1815,258,0.1210
1815,270,0.0961
1815,334,0.0034
1816,4,0.4678
1816,102,0.2815
1816,154,0.0837
1816,198,0.0819
1816,328,0.0844
1816,334,0.0034
1817,3,0.2130
1817,93,0.3792
1817,215,0.1889
1817,334,0.0034
1818,4,0.4678
1818,102,0.2815
1818,224,0.2766
1818,334,0.0034
1819,3,0.2130
1819,93,0.3792
1819,269,0.3040
1819,334,0.0034
1820,0,0.2404
1820,44,0.5091
1820,259,0.0993
1820,321,0.1086
1820,334,0.0034
1821,0,0.2404
1821,91,0.4007
1821,184,0.0846
1821,217,0.0806
1821,226,0.0820
1821,257,0.0768
1821,334,0.0034
1822,4,0.4678
1822,102,0.2815
1822,190,0.3048
1822,334,0.0034
1823,6,0.3305
1823,48,0.4108
1823,300,0.2545
1823,334,0.0034
1824,7,0.4586
1824,104,0.3247
1824,282,0.2472
1824,336,0.1215
1825,0,0.2404
1825,23,0.2091
1825,333,0.1981
1825,334,0.0034
1826,0,0.2404
1826,39,0.4333
1826,199,0.1885
1826,334,0.0034
1827,0,0.2404
1827,77,0.5552
1827,322,0.1936
1827,334,0.0034
1828,0,0.2404
1828,23,0.2091
1828,333,0.1981
1828,334,0.0034
1829,4,0.4678
1829,70,0.3208
1829,227,0.1571
1829,274,0.1461
1829,334,0.0034
1830,3,0.2130
1830,98,0.2199
1830,270,0.0961
1830,297,0.1198
1830,334,0.0034
1831,3,0.2130
1831,111,0.2370
1831,252,0.2237
1831,334,0.0034
1832,0,0.2404
1832,39,0.4333
1832,172,0.1933
1832,334,0.0034
1833,3,0.1065
1833,6,0.1653
1833,9,0.3584
1833,174,0.1973
1833,334,0.0034
1834,0,0.2404
1834,23,0.2091
1834,210,0.0898
1834,253,0.0928
1834,334,0.0034
1835,0,0.2404
1835,23,0.2091
1835,259,0.1986
1835,334,0.0034
1836,5,0.6361
1836,69,0.3874
1836,311,0.2001
1836,336,0.1215
1837,0,0.2404
1837,10,0.4380
1837,259,0.0993
1837,321,0.1086
1837,334,0.0034
1838,0,0.2404
1838,23,0.2091
1838,183,0.0734
1838,199,0.0628
1838,210,0.0599
1838,334,0.0034
1839,0,0.2404
1839,39,0.4333
1839,136,0.2187
1839,334,0.0034
1840,6,0.3305
1840,75,0.3468
1840,230,0.2330
1840,334,0.0034
1841,0,0.2404
1841,31,0.4723
1841,321,0.2173
1841,334,0.0034
1842,6,0.3305
1842,30,0.3764
1842,147,0.3355
1842,339,0.1667
1843,7,0.4586
1843,20,0.3633
1843,143,0.1484
1843,228,0.1443
1843,339,0.1667
1844,3,0.2130
1844,98,0.2199
1844,215,0.0945
1844,291,0.1516
1844,334,0.0034
1845,3,0.2130
1845,98,0.2199
1845,213,0.2578
1845,334,0.0034
1846,4,0.4678
1846,70,0.3208
1846,227,0.1047
1846,274,0.0974
1846,285,0.0937
1846,479,0.3000
1847,0,0.2404
1847,119,0.4594
1847,259,0.1986
1847,334,0.0034
1848,3,0.2130
1848,18,0.5343
1848,286,0.2065
1848,334,0.0034
1849,0,0.2404
1849,23,0.2091
1849,210,0.1796
1849,334,0.0034
1850,3,0.2130
1850,111,0.2370
1850,286,0.2065
1850,334,0.0034
1851,3,0.2130
1851,111,0.2370
1851,282,0.2472
1851,334,0.0034
1852,3,0.2130
1852,93,0.3792
1852,212,0.1662
1852,334,0.0034
1853,35,0.3498
1853,215,0.1889
1853,334,0.0034
1854,3,0.2130
1854,168,0.1673
1854,334,0.0034
1855,3,0.2130
1855,111,0.2370
1855,270,0.1922
1855,334,0.0034
1856,0,0.2404
1856,23,0.2091
1856,183,0.1101
1856,199,0.0942
1856,334,0.0034
1857,3,0.2130
1857,34,0.3870
1857,231,0.2171
1857,334,0.0034
1858,7,0.4586
1858,47,0.4003
1858,213,0.2578
1858,334,0.0034
1859,0,0.2404
1859,41,0.4221
1859,302,0.2506
1859,334,0.0034
1860,0,0.2404
1860,58,0.3123
1860,172,0.1933
1860,334,0.0034
1861,4,0.4678
1861,70,0.3208
1861,121,0.1498
1861,122,0.1437
1861,334,0.0034
1862,0,0.2404
1862,39,0.4333
1862,136,0.2187
1862,334,0.0034
1863,0,0.2404
1863,58,0.3123
1863,172,0.1933
1863,334,0.0034
1864,4,0.4678
1864,102,0.2815
1864,305,0.2619
1864,334,0.0034
1865,3,0.2130
1865,98,0.2199
1865,286,0.2065
1865,334,0.0034
1866,7,0.4586
1866,112,0.4833
1866,239,0.2935
1866,334,0.0034
1867,3,0.2130
1867,111,0.2370
1867,144,0.2268
1867,334,0.0034
1868,0,0.2404
1868,288,0.1949
1868,334,0.0034
1869,0,0.2404
1869,10,0.4380
1869,259,0.1986
1869,334,0.0034
1870,6,0.1653
1870,7,0.2293
1870,20,0.3633
1870,154,0.0837
1870,198,0.0819
1870,328,0.0844
1870,334,0.0034
1871,6,0.3305
1871,33,0.4632
1871,300,0.2545
1871,336,0.1215
1872,3,0.2130
1872,66,0.4795
1872,135,0.0616
1872,168,0.0418
1872,264,0.0494
1872,270,0.0480
1872,334,0.0034
1873,7,0.4586
1873,104,0.3247
1873,153,0.1237
1873,204,0.1184
1873,338,0.1499
1874,0,0.2404
1874,58,0.3123
1874,136,0.2187
1874,334,0.0034
1875,3,0.2130
1875,35,0.3498
1875,153,0.2475
1875,334,0.0034
1876,6,0.3305
1876,9,0.3584
1876,207,0.2448
1876,334,0.0034
1877,7,0.4586
1877,104,0.3247
1877,225,0.2898
1877,336,0.1215
1878,3,0.2130
1878,93,0.3792
1878,215,0.1889
1878,334,0.0034
1879,4,0.4678
